,id,name,sex,geography,postcode,ethnic_group,nationality,occupation,Diesel car,Diesel consumption,Electricity consumption,Family type,Gas Availability,Gas consumption,House ID,House members,Individual type,Motor cycle,Number of bedrooms,Other fuel car,Petrol car,Petrol consumption,Region
208,208,Sara Vincent,female,South East,SO51 7NQ,White,Jamaica,4. Administrative and secretarial occupations,0.0,0.0,800.506216,One family households,Yes,3487.836018,b843e433-1c24-4534-b098-6413527ba247,8.0,Child,0.0,5 or more bedrooms,0.0,0.0,0.0,south east
1018,1018,Jessica Iqbal,female,South East,PO38 3QA,White,United Kingdom,Other,,,,,,,,,,,,,,,
9845,9845,Dennis Field,male,London,SE1 0UX,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
8541,8541,Donald Glover,male,West Midlands,CV11 6UD,White,United Kingdom,Other,,,,,,,,,,,,,,,
9557,9557,Neil Turner,male,East,CM8 3RS,White,United Kingdom,Other,,,,,,,,,,,,,,,
3314,3314,Lynne Iqbal,female,Wales,CF15 8LL,White,Somalia,Other,,,,,,,,,,,,,,,
2622,2622,Amanda Young,female,Yorkshire and The Humber,S35 2XP,White,United Kingdom,Other,,,,,,,,,,,,,,,
3986,3986,Gareth Phillips,male,South East,OX18 4SP,White,United Kingdom,Other,,,,,,,,,,,,,,,
4331,4331,Sian Willis,female,North West,WN6 9QD,Black / African / Caribbean / Black British,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3636,3636,Rachael Lloyd,female,South East,ME10 2NU,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
6849,6849,Natasha Harvey,female,West Midlands,CV8 2FX,White,United Kingdom,Other,,,,,,,,,,,,,,,
1068,1068,June Chandler,female,West Midlands,CV6 4PA,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
9709,9709,Phillip Johnson,male,South East,BN99 8GP,White,United Kingdom,Other,,,,,,,,,,,,,,,
6236,6236,Vanessa Perry,female,East Midlands,NG16 6DR,White,United Kingdom,Other,,,,,,,,,,,,,,,
2402,2402,Sally Woods,female,East Midlands,S45 8AG,White,United Kingdom,Other,,,,,,,,,,,,,,,
9598,9598,Wayne Townsend,male,South West,DT10 2RZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
9189,9189,Sally Douglas,female,Northern Ireland,BT63 6ER,White,United Kingdom,Other,,,,,,,,,,,,,,,
257,257,Valerie Reeves,female,South East,TW17 0EQ,White,United Kingdom,Other,0.0,0.0,1037.790622,Two or more unrelated adults,Yes,7054.236833,281c1741-78d4-4ea5-9bf0-3720f74802a2,3.0,Adult,0.0,3 bedrooms,0.0,0.0,0.0,south east
7523,7523,Kate Smith,female,North West,WA12 9JH,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
1767,1767,Declan Wyatt,male,North West,M8 4LP,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
8007,8007,Kirsty Lewis,female,Yorkshire and The Humber,BD2 3QS,White,United Kingdom,Other,,,,,,,,,,,,,,,
1941,1941,Jenna Hodgson,female,Wales,SA62 5LF,White,United Kingdom,Other,,,,,,,,,,,,,,,
1405,1405,Jean Simmons,female,East Midlands,NG15 8HG,Asian / Asian British: Other Asian,United Kingdom,Other,,,,,,,,,,,,,,,
6742,6742,Christine Jones,female,South West,GL20 8SR,White,United Kingdom,Other,,,,,,,,,,,,,,,
2111,2111,Jacob Hussain,male,Wales,SA10 7BJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
8873,8873,Rita Richardson,female,North East,DL15 0ST,White,United Kingdom,Other,,,,,,,,,,,,,,,
1794,1794,Elizabeth Jones,female,Yorkshire and The Humber,YO24 4QT,White,United Kingdom,Other,,,,,,,,,,,,,,,
5123,5123,Charles Houghton,male,South East,SL1 3SS,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
4251,4251,Leigh King,male,North West,CA28 6TG,White,Poland,2. Professional occupations,,,,,,,,,,,,,,,
3519,3519,Frances Smith,female,Yorkshire and The Humber,HD8 8QU,White,United Kingdom,Other,,,,,,,,,,,,,,,
4590,4590,Adrian Freeman,male,South West,BS23 2TX,White,United Kingdom,Other,,,,,,,,,,,,,,,
9094,9094,Shannon Jones,female,Yorkshire and The Humber,YO42 2JS,White,Portugal,Other,,,,,,,,,,,,,,,
3257,3257,Abigail Clarke,female,East,SG5 1SS,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
1214,1214,Julia Armstrong,female,London,E11 1LQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
407,407,Marian Knowles,female,Wales,NP20 4RS,White,United Kingdom,Other,0.0,0.0,1732.6849260000001,One family households,Yes,3889.1409689999996,c64ec553-8bf9-4fac-8d0b-f1cf951e3964,3.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,wales
3210,3210,Trevor Holmes,male,Wales,SA19 7BW,White,United Kingdom,Other,,,,,,,,,,,,,,,
2869,2869,Mary O'Sullivan,female,East Midlands,NN4 8AU,White,United Kingdom,Other,,,,,,,,,,,,,,,
9951,9951,Mitchell Newton,male,South East,PO13 9HA,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
3307,3307,Brian Jarvis,male,Scotland,KA20 3EJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
9844,9844,Kerry McDonald,female,North East,DL1 5TS,White,United Kingdom,Other,,,,,,,,,,,,,,,
1390,1390,Tom Humphreys,male,Yorkshire and The Humber,S8 9QR,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
3269,3269,Trevor Reed,male,London,E14 0PJ,Black / African / Caribbean / Black British,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9972,9972,Clifford Mills,male,Yorkshire and The Humber,LS17 7PT,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
139,139,Anthony Ferguson,male,West Midlands,B11 3NP,White,United Kingdom,4. Administrative and secretarial occupations,0.0,316.0,427.31295530000006,Lone parent,Yes,4780.338632,e2e6a0d4-cd86-444f-aa97-7bc86148f349,3.0,Dependent Child,0.0,3 bedrooms,0.0,0.0,0.0,west midlands
9159,9159,Rosemary Holland,female,Northern Ireland,BT22 1TH,White,United Kingdom,Other,,,,,,,,,,,,,,,
1470,1470,Alan Dunn,male,North West,L5 8SY,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
2466,2466,Kieran Foster,male,South West,BS30 9AY,White,United Kingdom,Other,,,,,,,,,,,,,,,
6270,6270,Josephine Allen,female,West Midlands,DY9 0HA,White,United Kingdom,Other,,,,,,,,,,,,,,,
3845,3845,Heather Morris,female,South West,BS24 0JB,White,United Kingdom,Other,,,,,,,,,,,,,,,
2265,2265,Jordan Taylor,male,East,WD3 0PL,White,United Kingdom,Other,,,,,,,,,,,,,,,
6581,6581,Lynn Frost,female,North West,LA2 9DN,White,United Kingdom,Other,,,,,,,,,,,,,,,
4510,4510,Jeremy Davies,male,London,N14 6QU,Asian / Asian British: Other Asian,United Kingdom,Other,,,,,,,,,,,,,,,
6264,6264,Marie Williamson,female,East,WD24 6QE,White,United Kingdom,Other,,,,,,,,,,,,,,,
1002,1002,Elizabeth Ford,female,London,SM6 9GS,White,United Kingdom,Other,,,,,,,,,,,,,,,
6100,6100,Simon Brown,male,Yorkshire and The Humber,LS19 9FN,Mixed / Multiple ethnic group,United Kingdom,Other,,,,,,,,,,,,,,,
4877,4877,Billy Powell,male,Wales,LL18 2YB,White,United Kingdom,Other,,,,,,,,,,,,,,,
6247,6247,Howard Ross,male,West Midlands,DY5 1PT,White,United Kingdom,Other,,,,,,,,,,,,,,,
5224,5224,Janice Collins,female,Wales,SA9 1GA,White,United Kingdom,Other,,,,,,,,,,,,,,,
4,4,Lauren Iqbal,female,South East,BN24 6SA,White,United Kingdom,Other,0.0,0.0,1701.566104,One family households,Yes,1983.403743,d2d4b111-915d-419a-84e5-62b27085df87,3.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,south east
383,383,Georgia Hooper,female,North West,WA3 4AR,White,United Kingdom,Other,0.0,0.0,897.027433,One family households,Yes,2775.2603879999997,54197960-6cfb-4201-8815-41fa5e258d00,2.0,Couple,0.0,1 bedroom,0.0,0.0,0.0,north west
8843,8843,Brenda Baker,female,South East,ME19 4GF,White,United Kingdom,Other,,,,,,,,,,,,,,,
3549,3549,Joe Thomas,male,London,SW15 2QT,White,United Kingdom,Other,,,,,,,,,,,,,,,
3137,3137,Billy Fleming,male,South East,TN38 0DU,White,United Kingdom,Other,,,,,,,,,,,,,,,
8620,8620,Conor Schofield,male,Yorkshire and The Humber,WF2 7JB,White,United Kingdom,Other,,,,,,,,,,,,,,,
6729,6729,Kate Harding,female,South West,DT8 3SR,White,United Kingdom,Other,,,,,,,,,,,,,,,
798,798,Sean Allen,male,North West,L4 7XS,White,United Kingdom,Other,1.0,0.0,813.4563307,One family households,Yes,3778.849109,13d8e40b-ef46-4ad3-a0c5-7919cc4d1fd2,5.0,Couple,0.0,4 bedrooms,0.0,0.0,0.0,north west
370,370,Rosemary Holloway,female,London,SW4 6EL,White,United Kingdom,Other,0.0,0.0,1523.654522,One family households,Yes,4866.856781,546bc067-4037-4c85-b02e-23f1009ae805,4.0,Child,0.0,5 or more bedrooms,0.0,0.0,0.0,london
6437,6437,Joshua Grant,male,Yorkshire and The Humber,HU7 4UL,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
5078,5078,Jemma Holland,female,North West,L37 2LT,White,United Kingdom,Other,,,,,,,,,,,,,,,
8172,8172,Naomi Davis,female,Scotland,DD11 4EX,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
9553,9553,Allan Morris,male,East,SG4 9DE,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
9530,9530,Thomas Ellis,male,South East,PO37 6HS,White,United Kingdom,Other,,,,,,,,,,,,,,,
2543,2543,Iain North,male,South East,TN12 9QS,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
551,551,Lisa Bray,female,North West,L4 3TB,Mixed / Multiple ethnic group,United Kingdom,Other,0.0,508.0,3075.1827350000003,One family households,Yes,3054.4246989999997,be8f9b2e-3c64-42d3-b121-4ff0558cb305,2.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,north west
8193,8193,Philip Fowler,male,South West,BH22 9DX,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3512,3512,Amelia Turner,female,East,SS7 5SL,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
1012,1012,Natasha Wilson,female,East,CM16 4DE,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3129,3129,June Brown,female,Yorkshire and The Humber,BD11 1JP,White,Pakistan,9. Elementary occupations,,,,,,,,,,,,,,,
458,458,Cheryl Jones,female,Yorkshire and The Humber,HD3 4QH,White,United Kingdom,4. Administrative and secretarial occupations,0.0,433.0,2317.653022,One family households,Yes,7892.299332,4bb9da44-9ea0-42ac-b2c1-814bd16268da,2.0,Couple,0.0,3 bedrooms,0.0,1.0,0.0,yorkshire and the humber
6217,6217,Naomi Cox,female,South West,DT9 4DJ,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
7486,7486,Gail Thompson,female,West Midlands,B42 2BS,White,United Kingdom,Other,,,,,,,,,,,,,,,
6881,6881,Karen McDonald,female,East Midlands,LE7 7LB,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
3193,3193,Martin Smith,male,London,W3 7FL,Asian / Asian British: Indian,Lithuania,Other,,,,,,,,,,,,,,,
497,497,Lewis Stokes,male,South East,CT2 0BY,White,United Kingdom,"1. Managers, directors and senior officials",1.0,439.0,974.6528818,One person household,Yes,9651.019835,cb3f864e-4256-4db2-ba94-e401e57bce66,1.0,Under 65,0.0,2 bedrooms,0.0,0.0,0.0,south east
5978,5978,Simon Bailey,male,West Midlands,B60 4NW,White,United Kingdom,Other,,,,,,,,,,,,,,,
2833,2833,June Smith,female,Scotland,KA3 5QN,White,United Kingdom,Other,,,,,,,,,,,,,,,
8072,8072,Alex Williams,male,West Midlands,CV11 5LU,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
3225,3225,Phillip Walsh,male,West Midlands,TF2 7DQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
120,120,Heather Foster,female,South East,BN42 4NG,White,United Kingdom,9. Elementary occupations,0.0,264.0,4952.679021,One person household,Yes,12328.48082,9dbf6232-dd31-4d2b-9de4-ea73097e8a21,1.0,65 or over,0.0,2 bedrooms,0.0,1.0,23.0,south east
7261,7261,Hollie Barry,female,South East,GU21 2JD,White,United Kingdom,Other,,,,,,,,,,,,,,,
5376,5376,Cheryl Dean,female,Yorkshire and The Humber,WF13 3QU,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
3430,3430,Anthony Davies,male,North West,L8 4UH,White,United Kingdom,Other,,,,,,,,,,,,,,,
2847,2847,Eileen Martin,female,East,IP25 6DL,White,Iraq,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
1601,1601,Abigail Smith,female,West Midlands,HR4 0SY,White,United Kingdom,Other,,,,,,,,,,,,,,,
7994,7994,Matthew Burke,male,Northern Ireland,BT37 0FT,White,United Kingdom,Other,,,,,,,,,,,,,,,
8924,8924,Diane Ward,female,North West,M22 4LR,White,United Kingdom,Other,,,,,,,,,,,,,,,
7636,7636,Samantha O'Connor,female,East,IP33 9SU,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
2599,2599,Amy Bolton,female,Yorkshire and The Humber,YO21 1TX,Mixed / Multiple ethnic group,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
9020,9020,Jacqueline Kennedy,female,Wales,CF34 0LQ,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
512,512,Mohammed Mitchell,male,South East,TN15 0NR,White,United Kingdom,2. Professional occupations,0.0,0.0,1413.586172,One family households,Yes,7530.516866,7c38e859-daa3-4402-b592-33ea4c021dfb,3.0,Child,0.0,3 bedrooms,0.0,0.0,0.0,south east
389,389,Jodie Barnes,female,South East,TN16 1HE,White,United Kingdom,Other,0.0,0.0,870.451194,One family households,Yes,5079.437463,8f9c19e3-ba0d-4492-b77a-cdfb98c87b61,3.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,south east
4790,4790,Bruce Cooper,male,Scotland,KY11 8BY,White,United Kingdom,Other,,,,,,,,,,,,,,,
5924,5924,Frances Gray,female,Scotland,IV10 8US,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
5147,5147,Beth Smith,female,London,E1 4TL,Black / African / Caribbean / Black British,Italy,Other,,,,,,,,,,,,,,,
7904,7904,Hollie Morrison,female,London,BR5 3QE,Asian / Asian British: Other Asian,United Kingdom,Other,,,,,,,,,,,,,,,
1449,1449,Nicole Norman,female,London,CR5 3AZ,Asian / Asian British: Bangladeshi,Egypt,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3514,3514,Holly Frost,female,East,IP28 7EQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
3286,3286,Sarah Thompson,female,West Midlands,B92 9PB,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
5759,5759,Billy Skinner,male,Yorkshire and The Humber,LS17 0DL,White,United Kingdom,Other,,,,,,,,,,,,,,,
968,968,Harry Jackson,male,North West,CA7 1DE,White,United Kingdom,Other,0.0,0.0,878.113842,Lone parent,Yes,3509.492,78d648d9-936d-4ae3-baf5-974e1d16e861,4.0,Dependent Child,0.0,3 bedrooms,0.0,0.0,0.0,north west
1703,1703,Samuel Morton,male,South West,GL1 1PD,White,United Kingdom,Other,,,,,,,,,,,,,,,
8510,8510,Raymond Smith,male,North West,WA3 4JP,White,United Kingdom,Other,,,,,,,,,,,,,,,
2343,2343,Heather Martin,female,Scotland,PH49 4JQ,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
4867,4867,Wendy Chambers,female,North West,M33 3QE,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
1477,1477,Marcus Bradley,male,Scotland,G74 1HX,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
853,853,Martyn Haynes,male,North West,WA11 0BJ,White,United Kingdom,Other,1.0,452.0,10884.4392,One person household,No,0.0,0e919550-cb55-4540-84ca-d3c0bff46ecd,1.0,Under 65,0.0,5 or more bedrooms,0.0,1.0,67.0,north west
4815,4815,Diane Smith,female,South East,BN18 9HZ,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
3229,3229,Sean Wilson,male,London,E6 1DT,Mixed / Multiple ethnic group,Moldova,Other,,,,,,,,,,,,,,,
2454,2454,Leigh Barnett,male,London,W6 0XH,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
9442,9442,Rita Wilkinson,female,London,N10 1HD,Asian / Asian British: Bangladeshi,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
2519,2519,Michael Vaughan,male,London,SE14 6PX,Mixed / Multiple ethnic group,Russia,Other,,,,,,,,,,,,,,,
9704,9704,James Roberts,male,North West,M34 5HP,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
4166,4166,David Howarth,male,East Midlands,NN16 9NZ,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
8486,8486,Karen Taylor,female,South West,BS8 1TL,White,United Kingdom,Other,,,,,,,,,,,,,,,
851,851,Dominic Hope,male,West Midlands,WS2 7YR,White,United Kingdom,Other,0.0,1633.0,1774.781175,One family households,Yes,10228.25772,07462aa1-5a95-4c45-ac2b-b26e561bf2bc,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,west midlands
6258,6258,Alexander Fisher,male,Wales,CF37 1SP,White,United Kingdom,Other,,,,,,,,,,,,,,,
8877,8877,Mathew Ellis,male,Scotland,KY1 2LQ,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9441,9441,Abigail Robinson,female,North West,BL7 0HP,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
3421,3421,Frances Gibbs,female,London,SW15 3AW,Asian / Asian British: Bangladeshi,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
1425,1425,Vincent Taylor,male,East,CO4 5DY,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
9817,9817,Jacob Clark,male,North East,SR7 8NJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
1366,1366,Alison Miller,female,South East,TW17 8LS,White,Latvia,2. Professional occupations,,,,,,,,,,,,,,,
9880,9880,Alexander Smith,male,Scotland,G53 5DF,White,United Kingdom,Other,,,,,,,,,,,,,,,
6766,6766,Olivia Gordon,female,South East,BN15 9UW,White,United Kingdom,Other,,,,,,,,,,,,,,,
2309,2309,Alice Cook,female,Scotland,PA1 1UD,White,United Kingdom,Other,,,,,,,,,,,,,,,
4200,4200,Megan Barnes,female,Scotland,AB31 5WE,White,United Kingdom,Other,,,,,,,,,,,,,,,
5273,5273,Kate Barnes,female,London,DA1 3RS,Asian / Asian British: Chinese,United Kingdom,Other,,,,,,,,,,,,,,,
3858,3858,Ashley Smith,male,West Midlands,B73 5BQ,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
5848,5848,Christian Green,male,Northern Ireland,BT48 0BQ,White,Germany,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
5871,5871,Sandra Gilbert,female,South West,BS6 6JR,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7705,7705,Sheila Jones,female,South East,BN12 4RB,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
1245,1245,Jodie Gray,female,West Midlands,HR2 9EH,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
1823,1823,Gregory Ali,male,Northern Ireland,BT35 7JG,White,United Kingdom,Other,,,,,,,,,,,,,,,
7146,7146,Patrick Jackson,male,London,E13 9GA,White,Lithuania,Other,,,,,,,,,,,,,,,
732,732,Kyle Gibson,male,South East,TN9 1PW,White,United Kingdom,2. Professional occupations,0.0,0.0,3340.862374,One family households,Yes,6586.463678,a92d93cc-353f-477c-9cc2-3b963c5fda86,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,south east
7827,7827,Georgia Cooper,female,West Midlands,WS2 7LP,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
9242,9242,Shaun Bell,male,East,CB8 0QJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
1467,1467,Julia Day,female,South West,BA1 2UU,White,United Kingdom,Other,,,,,,,,,,,,,,,
8295,8295,Barbara Ball,female,East,CM20 3NL,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
3738,3738,Jordan O'Brien,male,North West,CA10 3ST,White,United Kingdom,Other,,,,,,,,,,,,,,,
6410,6410,Eric Hughes,male,London,E15 4JT,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9230,9230,Hugh Davison,male,London,SE7 7FJ,Asian / Asian British: Bangladeshi,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
5891,5891,Donald Moss,male,Wales,NP12 2XN,White,United Kingdom,Other,,,,,,,,,,,,,,,
3937,3937,Bernard Owen,male,London,SE23 1PT,White,United Kingdom,Other,,,,,,,,,,,,,,,
5503,5503,Jennifer Roberts,female,Yorkshire and The Humber,S25 2SY,White,United Kingdom,Other,,,,,,,,,,,,,,,
5393,5393,Denise Smith,female,South East,ME13 7QY,White,United Kingdom,Other,,,,,,,,,,,,,,,
3470,3470,John Jones,male,North West,L30 2QW,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
1547,1547,Kim Price,female,London,W8 6PG,White,United Kingdom,Other,,,,,,,,,,,,,,,
7036,7036,Lee Smith,male,East Midlands,LE65 2ZG,White,United Kingdom,Other,,,,,,,,,,,,,,,
1556,1556,Beth Warner,female,South East,SL2 1HF,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
5674,5674,Trevor Robinson,male,East Midlands,NN17 2HQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
7284,7284,Harriet Green,female,North East,NE1 2NH,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
5450,5450,Shaun Bird,male,London,N17 0PH,White,United Kingdom,Other,,,,,,,,,,,,,,,
5758,5758,Linda Watkins,female,North East,DL1 4AL,White,Netherlands,Other,,,,,,,,,,,,,,,
7507,7507,Brett Clarke,male,Yorkshire and The Humber,HU9 4RE,White,United Kingdom,Other,,,,,,,,,,,,,,,
503,503,Alexandra Thorpe,female,South East,TN34 2UL,White,United Kingdom,2. Professional occupations,0.0,0.0,2009.200175,One family households,Yes,4075.0491,dacd74ac-4c12-4c64-be15-f790c4ea616e,4.0,Child,0.0,3 bedrooms,0.0,0.0,0.0,south east
3090,3090,Carole Shah,female,North West,BB9 5RE,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
9636,9636,Hannah Norton,female,South East,HP10 0QQ,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
1174,1174,Jamie Campbell,male,London,UB4 8DR,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
2041,2041,Robert Mellor,male,Northern Ireland,BT81 7EE,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
6554,6554,Sally Williams,female,East,SG14 1PJ,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
7420,7420,Charlene Sharpe,female,Yorkshire and The Humber,WF4 5PX,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
2403,2403,Ann Parry,female,London,N14 4BX,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
2957,2957,Frances King,female,North East,TS18 4AY,White,United Kingdom,Other,,,,,,,,,,,,,,,
6845,6845,Damien Butler,male,London,E7 0HD,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
9999,9999,Nicole Wade,female,London,E14 0AH,White,United Kingdom,Other,,,,,,,,,,,,,,,
7731,7731,Sharon Evans,female,North East,NE33 9ER,Asian / Asian British: Indian,United Kingdom,Other,,,,,,,,,,,,,,,
1692,1692,Clare Parsons,female,North East,NE29 7NR,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
5771,5771,Danny White,male,North West,OL3 7HP,White,Egypt,Other,,,,,,,,,,,,,,,
3412,3412,Clifford Brown,male,Scotland,G81 4HU,White,United Kingdom,Other,,,,,,,,,,,,,,,
2529,2529,Frederick Riley,male,London,N4 1SA,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
2861,2861,Stephanie Hughes,female,Yorkshire and The Humber,DN4 8TJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
4669,4669,Kimberley Davis,female,London,SE2 9AT,White,United Kingdom,Other,,,,,,,,,,,,,,,
3096,3096,Tom Bell,male,London,SW16 6QJ,White,Spain,2. Professional occupations,,,,,,,,,,,,,,,
1475,1475,Guy Lynch,male,Wales,SA4 3JP,Asian / Asian British: Chinese,United Kingdom,Other,,,,,,,,,,,,,,,
2605,2605,Billy Murray,male,West Midlands,GL19 4QN,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
196,196,Douglas Hall,male,London,N8 7HP,White,United Kingdom,Other,1.0,0.0,2766.127155,One family households,No,0.0,358ebab7-de31-468b-958e-eac130461a60,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,london
2450,2450,Megan Evans,female,London,SE18 6EL,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
3531,3531,Lauren Quinn,female,Scotland,G62 7RL,White,Netherlands,Other,,,,,,,,,,,,,,,
7895,7895,Mohammed Mills,male,South West,BS36 1DE,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
6504,6504,Brian Parker,male,East Midlands,DE22 4JQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
7170,7170,Bradley Clarke,male,South East,GU30 7JJ,Black / African / Caribbean / Black British,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
1874,1874,Dorothy Kemp,female,Scotland,G51 3SZ,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
707,707,Guy Stone,male,Wales,LL47 6TF,White,Netherlands,5. Skilled trades occupations,0.0,0.0,502.0554785,One family households,Yes,3908.593422,dcaf4881-f356-432f-9bf4-f6fee4e98c75,3.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,wales
3354,3354,George Newton,male,East,SS8 8ES,White,Romania,Other,,,,,,,,,,,,,,,
4414,4414,Philip Wilson,male,South West,SP4 7RY,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
4792,4792,Benjamin Wilson,male,London,SE14 6BL,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7479,7479,Derek Jenkins,male,West Midlands,B90 1SD,White,United Kingdom,Other,,,,,,,,,,,,,,,
1788,1788,Eileen Taylor,female,Scotland,G67 2PZ,Asian / Asian British: Other Asian,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
3791,3791,Stacey Walters,female,East,PE3 7PG,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
1250,1250,Brandon James,male,North West,FY8 2DQ,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
8209,8209,Rebecca Taylor,female,North West,LA1 3PB,White,United Kingdom,Other,,,,,,,,,,,,,,,
